96;Nayeli .Church;Kent;!9527;}410913;790714;Ann Arbor, MI 48103;;MasterCard;Public Relations Specialist;+7.759) 452@3846;jlbaumga@hotmail.com;096-tongue-2.png;;11/6/18;12/24/24;B;85 53;424706;5XYKT3A62FG416932;Kia;Elan;2000;1518;228;2;front-wheel drive
97;Ashtyn .Jimenez;Rhett;!6760;}404116;515537;9851 East Prince Street;;Gucci;Computer Systems Analyst;+7.687) 801@1332;djupedal@hotmail.com;097-sad-9.png;;2/6/19;6/19/19;B;29 63;456353;WBANV1C59AC580740;Kia;Venga;2012;1682;233;1;front-wheel drive
98;Kimberly .Wilkerson;Carelyn;!9484;}965470;262017;Dothan, AL 36301;;Mercedes-Benz;Preschool Teacher;+7.691) 336@3494;daveewart@verizon.net;098-nerd-9.png;;1/21/19;10/16/25;D1, D1E;57 59;552536;WAUFGAFC6DN013144;Kia;Carens;2006;1508;235;2;front-wheel drive
99;Tripp .Curtis;Apollo;!6426;}682782;201742;8329 North Greenview St.;;L'Or_al;Dentist;+7.493) 274@3888;msherr@sbcglobal.net;099-greed-2.png;;8/17/18;3/17/21;B;55 65;355405;3VWKX7AJ2DM808838;Kia;Carens / Rondo;1995;1475;236;3;front-wheel drive
100;Eleanor .Zavala;George;!3709;}656706;905558;Hartford, CT 06106;;Global Gillette;Teacher Assistant;+7.983) 470@4528;crusader@sbcglobal.net;100-whistle.png;;2/15/19;5/9/22;B;51 57;441335;1G6DJ1E37D0628461;Kia;Joice;1990;1768;245;2;front-wheel drive
101;Harper .Thomas;Jae;!4948;}205524;243277;215 Purple Finch Lane;;Coca-Cola;Musician;+7.436) 951@8996;mdielmann@sbcglobal.net;101-nerd-8.png;;1/13/19;8/29/25;B;59 49;144483;5FRYD4H97GB588815;Kia;Carnival / Sedona;1998;1737;276;2;front-wheel drive
102;Maximo .Stephenson;Dex;!8134;}605243;119462;Annapolis, MD 21401;;Harley-Davidson Motor Company;Paralegal;+7.210) 889@7840;ovprit@me.com;102-muted-4.png;;8/2/18;7/6/19;B;76 63;351410;SCBDU3ZA7CC107541;Kia;Carnival / Sedona;2005;1680;277;3;front-wheel drive
103;Kiara .James;Jeremy;!7133;}997003;791278;63 53rd Ave.;;Corona;Software Developer;+7.390) 499@7403;calin@att.net;103-in-love-9.png;;12/31/18;5/25/19;B;70 45;177463;3VWF17AT3FM605285;Kia;Carnival / Sedona;1991;1539;280;1;rear drive
104;Isabella .Fuller;Naomi;!4021;}304017;306011;Hagerstown, MD 21740;;Johnnie Walker;Zoologist;+7.805) 721@8540;thowell@yahoo.ca;104-in-love-8.png;;2/26/19;12/12/26;B;51 69;640455;1LNHL9DK8EG585379;Kia;Retona;2003;1757;286;3;front-wheel drive
105;Cynthia .Garrison;Matilda;!3516;}398883;21763;2 Greenrose Rd.;;SAP;Medical Assistant;+7.578) 220@5882;mpiotr@yahoo.com;105-kiss-3.png;;3/12/19;1/3/22;B;87 58;537518;JN8AZ2KR3DT115699;Kia;Stonic;2019;1725;295;2;front-wheel drive
106;Donte .Flowers;Brock;!8533;}684076;494549;Maspeth, NY 11378;;Smirnoff;Desktop publisher;+7.415) 631@8358;bester@gmail.com;106-in-love-7.png;;5/29/18;6/20/19;B;14 48;206175;JN1CV6FEXCM381103;Kia;Niro;2003;1698;301;3;front-wheel drive
107;Asia .Rivera;Carmden;!1618;}439727;262275;298 N. Hudson Court;;Toyota Motor Corporation;Actor;+7.900) 903@0657;imightb@gmail.com;107-ugly.png;;9/20/18;12/6/22;B;98 62;646552;1G6DH5E5XC0462438;Kia;Sportage;2017;1705;302;1;front-wheel drive
108;Trace .Hahn;Clelia;!2835;}991998;464652;Howell, NJ 07731;;Caterpillar Inc.;Sports Coach;+7.879) 442@6528;jschauma@icloud.com;108-nerd-7.png;;6/21/18;8/21/23;B;92 52;511894;TRURD38J381614210;Kia;Sportage;1993;1767;307;2;rear drive
109;Mohammed .Farley;Levi;!7748;}504230;200443;3 Peg Shop St.;;Avon;Dental Hygienist;+7.649) 374@4690;syrinx@gmail.com;109-nerd-6.png;;5/14/19;7/23/22;B;69 65;215700;4T1BD1FK6FU133645;Kia;Sportage;2018;1668;310;2;front-wheel drive
110;Nicholas .Velez;Dawn;!4853;}175687;971839;Bayonne, NJ 07002;;Budweiser Stag Brewing Company;School Psychologist;+7.487) 871@5975;konit@aol.com;110-crying-4.png;;2/28/19;4/7/27;B;53 44;602449;2T1BURHE4FC565514;Kia;Sorento;2011;1571;311;1;front-wheel drive
111;Jamir .Curtis;Tavian;!3983;}947212;30097;648 Hill Field St.;;IBM;Librarian;+7.503) 572@6773;wonderkid@hotmail.com;111-muted-3.png;;6/23/18;11/16/27;B;56 62;189864;5TDBW5G12FS063304;Kia;Sorento;2004;1783;340;3;front-wheel drive
112;Cyrus .Rose;Jacklyn;!7435;}360206;655574;South Richmond Hill, NY 11419;;Chase;Telemarketer;+7.709) 756@6389;pjacklam@verizon.net;112-nerd-5.png;;2/1/19;2/11/24;B;44 55;179449;WAULFAFR3DA033269;Kia;Sorento;2009;1659;345;1;front-wheel drive
113;Dakota .Torres;Cash;!4559;}179023;592365;477 Oakland Street;;NTT Data;Interpreter & Translator;+7.931) 652@7478;tokuhirom@live.com;113-kiss-2.png;;4/11/19;8/6/21;B;14 46;984592;1G6DK8ED9B0319764;Kia;Mohave / Borrego;1995;1720;370;1;front-wheel drive
114;Matias .Valencia;Reagan;!2102;}137023;279901;Lynnwood, WA 98037;;Intel Corporation;Food Scientist;+7.524) 449@7554;adillon@comcast.net;114-greed-1.png;;10/20/18;4/3/23;B;38 75;480183;3VW4A7AT6DM813925;Kia;Bongo;2017;1744;371;1;full drive
115;Rocco .Harding;Gwendolen;!2018;}304278;690136;4 Division Lane;;Sony;Marketing Manager;+7.347) 807@8932;bcevc@yahoo.ca;115-pirate-1.png;;11/4/18;1/13/28;B;45 48;143560;WVWAB7AJ0CW557264;Kia;Bongo Frontier;2017;1667;373;1;front-wheel drive
116;Maya .Clark;Evelyn;!4625;}441301;224776;Champlin, MN 55316;;Tesco Corporation;Insurance Agent;+7.675) 694@8839;crobles@me.com;116-music.png;;8/23/18;3/8/25;B;87 75;143198;4A31K2DF7BE138498;Kia;Bongo;2016;1745;110;3;front-wheel drive
117;Bryan#Hays;Wade;!8451;}370682;475381;8021 Shadow Brook Dr.;;Microsoft;Farmer;+7.779) 966@8126;tjensen@verizon.net;117-confused-2.png;;2/8/19;7/10/21;B;44 56;698959;JN1AZ4EH7AM509399;Volkswagen;Fusca;2008;1775;116;2;front-wheel drive
118;Jessie#Nelson;Jack;!7035;}527026;89070;Lancaster, NY 14086;;McDonald's;Human Resources Assistant;+7.791) 357@4942;gozer@icloud.com;118-nerd-4.png;;12/31/18;6/23/21;B;57 74;218810;2T3BFREV2EW071669;Volkswagen;Gol;1992;1779;118;1;front-wheel drive
119;Joy#Franklin;Warren;!2846;}798890;15158;7073 Hall Avenue;;VISA;Paramedic;+7.292) 662@7836;brbarret@yahoo.ca;119-greed.png;;8/5/18;7/5/26;B;73 72;870584;YV1612FH2D1519917;Volkswagen;Gol;2008;1769;120;3;front-wheel drive
120;Carlie#Lang;Rebecca;!9368;}90494;983441;West Babylon, NY 11704;;Zara;Automotive mechanic;+7.952) 374@4396;mcnihil@me.com;120-nerd-3.png;;12/9/18;5/20/23;B;24 62;735138;JH4KA96631C195497;Volkswagen;Gol;1990;1528;127;3;full drive
121;Issac#Hurley;Blanche;!7906;}721186;930722;985B Winding Way Dr.;;Morgan Stanley;Receptionist;+7.758) 849@9991;damian@yahoo.com;121-crying-3.png;;11/22/18;3/5/22;B;60 70;112930;WBAEK13597C722490;Volkswagen;Voyage / Fox;1991;1496;128;3;front-wheel drive
122;Ariel#Sims;Bailey;!9254;}479522;866890;South Windsor, CT 06074;;Mitsubishi;Construction Manager;+7.534) 687@2128;neonatus@aol.com;122-cheering.png;;12/11/18;1/13/22;B;45 76;922777;1GYS3HKJ9FR278172;Volkswagen;Voyage;2011;1420;129;2;front-wheel drive
123;Braedon#Delgado;Oliver;!3627;}384983;821333;570 Old Bayberry Street;;Audi;Physician;+7.642) 548@4829;tellis@icloud.com;123-surprised-6.png;;2/11/19;9/3/25;B;45 62;434160;WAUD2AFD1EN207208;Volkswagen;Parati;2013;1763;133;2;rear drive
124;Christian#Suarez;Lee;!5989;}222522;74910;Billerica, MA 01821;;eBay;Mathematician;+7.980) 531@5346;frode@live.com;124-muted-2.png;;2/12/19;8/12/21;B;80 67;198658;WAULL44E35N431957;Volkswagen;Parati;1992;1460;145;3;front-wheel drive
125;Lilah#Marks;Anthony;!3584;}358162;882011;9122 South Addison St.;;Ralph Lauren Corporation;Electrical Engineer;+7.628) 326@1104;sjava@aol.com;125-sick-2.png;;6/28/18;11/7/26;B;36 51;955678;KNAFU6A20B5806571;Volkswagen;Fox;2007;1526;170;1;front-wheel drive
126;Jeffrey#Rowland;Gillian;!4406;}46042;450845;East Lansing, MI 48823;;Wal-Mart;Physicist;+7.669) 335@7511;harryh@live.com;126-graduated.png;;5/23/18;1/26/19;B;56 73;570962;SAJWA2GTXEM305896;Volkswagen;Brasilia;1995;1771;180;3;front-wheel drive
127;Hannah#Jordan;Verena;!5511;}931653;233625;14 West Fifth St.;;Panasonic Corporation;Police Officer;+7.399) 344@8840;elflord@me.com;127-angry-2.png;;10/9/18;8/8/25;B;80 43;244787;WAULL44E95N690503;Volkswagen;Apollo;2017;1601;201;1;front-wheel drive
128;Peyton#Hinton;Benjamin;!8020;}284910;672826;Skokie, IL 60076;;Nike, Inc.;Maintenance & Repair Worker;+7.643) 676@5328;ramollin@mac.com;128-in-love-6.png;;6/6/18;2/8/28;B;61 43;360486;WAUGFAFC5DN926548;Volkswagen;Logus;1992;1663;202;1;front-wheel drive
129;Clayton#Forbes;Zachary;!8660;}236405;422773;7267 W. Roehampton St.;;Nissan Motor Co., Ltd.;Statistician;+7.535) 983@7587;kronvold@mac.com;129-cool-2.png;;2/13/19;5/11/28;B;77 64;593417;5TDBM5G19BS020076;Volkswagen;Pointer;2009;1594;203;2;front-wheel drive
130;Salvatore#Cabrera;Krystan;!7218;}277801;348484;Harrisonburg, VA 22801;;MTV;Epidemiologist;+7.310) 925@8844;louise@aol.com;130-confused-1.png;;6/25/18;11/10/20;B;78 69;300408;3N1AB6AP7BL573385;Volkswagen;Santana;1998;1515;204;2;front-wheel drive
131;Andre#Taylor;Felix;!4813;}710684;233687;82 Oak Meadow Dr.;;Cartier SA;Reporter;+7.457) 847@6033;nanop@verizon.net;131-sad-8.png;;2/15/19;7/14/27;B;92 61;564412;5XYZT3LB7FG893235;Volkswagen;Quantum;2013;1662;210;3;front-wheel drive
132;Kadin#Mcclain;Riley;!8704;}683064;28020;Cambridge, MA 02138;;Nescaf_;Elementary School Teacher;+7.330) 730@7648;gtewari@sbcglobal.net;132-nerd-2.png;;8/15/18;4/6/19;B;86 50;649001;JH4KC1F78EC530392;Volkswagen;SpaceFox / Suran / SportVan / Fox Plus;2004;1718;215;3;front-wheel drive
133;Jaida#Nichols;Lucinda;!9908;}341967;683123;864 Highland Drive;;Allianz;Childcare worker;+7.619) 883@4911;ylchang@mac.com;133-birthday-boy.png;;1/5/19;10/31/21;B;80 51;417594;2G4WE587581834383;Volkswagen;SP2;2004;1577;217;2;front-wheel drive
134;Reid#Church;Candice;!6752;}159699;228468;Alliance, OH 44601;;Ferrari S.p.A.;Loan Officer;+7.482) 744@7133;gommix@yahoo.com;134-surprised-5.png;;9/25/18;8/9/23;B;81 65;173583;WAUDF48H98K345526;Volkswagen;Saveiro;2008;1469;223;1;front-wheel drive
135;Karley#Harrington;Kathryn;!8059;}911426;882058;9465 St Paul Avenue;;Kleenex;Drafter;+7.369) 537@4704;uncle@sbcglobal.net;135-selfie.png;;9/19/18;5/20/27;B;61 63;107404;WBA3G7C54EF309612;Volkswagen;Saveiro;2008;1453;228;1;front-wheel drive
136;Beau#Rivers;Lillian;!8452;}55461;577380;Massillon, OH 44646;;Tiffany & Co.;Cost Estimator;+7.540) 239@8104;smcnabb@live.com;136-tongue-1.png;;11/14/18;2/12/26;B;64 55;604567;1G6DD8E31E0169171;BMW;New Class 1602, 1802, 2002;2016;1633;233;1;rear drive
137;Riley#Bentley;Hugh;!4452;}331700;279775;7651 South La Sierra Dr.;;3M;Clinical Laboratory Technician;+7.863) 714@2111;shrapnull@aol.com;137-smart-1.png;;12/16/18;12/19/26;B;41 77;152038;YV1902FH3D1001332;BMW;3-Series;2019;1797;235;3;front-wheel drive
138;Ellis#Choi;Julina;!3520;}765331;185983;Centreville, VA 20120;;Shell Oil Company;Electrician;+7.839) 694@4168;djpig@sbcglobal.net;138-smart.png;;8/30/18;12/18/23;B;47 75;631972;3N1CN7AP5FL866147;BMW;3-Series, M3;2006;1706;236;2;front-wheel drive
139;Jaylyn#Leon;Ellison;!8629;}761047;629180;3 Alton Lane;;Adobe Systems;Referee;+7.983) 868@6473;oechslin@hotmail.com;139-surprised-4.png;;6/24/18;3/28/19;B;58 56;389246;YV4902NC8F1531985;BMW;3-Series, M3;2014;1685;245;3;front-wheel drive
140;Drew#Mayer;Carlen;!2381;}911641;336638;Glen Allen, VA 23059;;IKEA;Judge;+7.325) 574@7514;xnormal@verizon.net;140-3d-glasses.png;;2/17/19;6/24/23;B;56 65;672465;KL4CJFSB9FB654370;BMW;3-Series, M3;1993;1664;276;2;front-wheel drive
141;Ashleigh#Walters;Claude;!3634;}590673;418814;9441 W. Pineknoll Drive;;Nokia;Security Guard;+7.921) 683@0258;atmarks@icloud.com;141-in-love-5.png;;9/1/18;6/2/19;B;13 52;375141;JN1BV7APXFM374795;BMW;3-Series, M3;1994;1756;277;2;front-wheel drive
142;Scott#Dickerson;Arden;!5913;}725569;579121;Florence, SC 29501;;Sprite;Budget analyst;+7.503) 446@7180;makarow@comcast.net;142-sleeping.png;;10/13/18;9/2/23;B;95 80;672343;WAUAFAFH7EN465064;BMW;3-Series, M3;2000;1534;280;2;front-wheel drive
143;Kolton#Knight;Miriam;!7702;}344201;254837;7070 Shady Street;;Xerox;Painter;+7.467) 243@5219;raides@yahoo.com;143-pirate.png;;10/25/18;4/14/28;B;94 60;114388;WAUVC68E33A401568;BMW;4-Series, M4;2006;1716;286;2;front-wheel drive
144;Izabelle#Boyle;Naveen;!2262;}625946;196936;Lewiston, ME 04240;;Samsung Group;Occupational Therapist;+7.633) 700@7724;hwestiii@mac.com;144-santa-claus.png;;9/24/18;6/26/22;B;79 46;834138;KMHTC6AD4EU662541;BMW;3-Series, M3;2000;1610;295;3;front-wheel drive
145;Haylie#Singleton;Sue;!1646;}243340;134470;146 East Bank Street;;Google;Physical Therapist;+7.632) 874@7209;scitext@gmail.com;145-wink.png;;10/7/18;3/25/23;B;41 60;943122;5UXFG43539L241999;BMW;4-Series, M4;2012;1597;301;1;front-wheel drive
146;Sariah#Lin;Olive;!2153;}460491;905724;Billings, MT 59101;;Louis Vuitton;Photographer;+7.368) 599@1877;gward@yahoo.ca;146-in-love-4.png;;1/30/19;12/12/24;B;93 58;978442;1GYS3FEJ8CR664092;BMW;3-Series GT;1996;1701;302;1;front-wheel drive
147;Chace#Spears;Elodie;!3126;}716773;124048;8723 Cedar Swamp Drive;;Apple Inc.;Cashier;+7.324) 886@1499;bockelboy@outlook.com;147-tired.png;;2/11/19;2/26/28;B;75 77;669648;WBAKN9C51FD688174;BMW;New Class 1500, 1600, 1800, 2000;2008;1691;307;3;front-wheel drive
148;Liam#Frazier;Korin;!8828;}972758;885712;Norman, OK 73072;;Verizon Communications;Educator;+7.374) 356@4166;tubesteak@comcast.net;148-bang.png;;1/26/19;10/29/25;B;89 63;563046;5NMSG3AB7AH234028;BMW;5-Series;2007;1447;310;3;front-wheel drive
149;Joseph#Stokes;William;!8114;}880420;561214;8419 E. Harvey Drive;;Credit Suisse;Professional athlete;+7.868) 982@2419;krueger@mac.com;149-baby.png;;6/17/18;12/10/25;B;85 59;935502;SALAB2V67FA465605;BMW;5-Series, M5;2008;1723;311;1;front-wheel drive
150;Lorelei#Hurley;Coralie;!8085;}811955;969805;Groton, CT 06340;;Wells Fargo;Janitor;+7.781) 785@5837;skaufman@optonline.net;150-tongue.png;;3/21/19;10/17/20;B;56 47;618832;JN1CY0APXAM160384;BMW;5-Series, M5;2007;1722;340;2;front-wheel drive
151;Miguel#Leon;Haiden;!1318;}208906;140377;179 Manchester St.;;Yahoo!;Massage Therapist;(489) 361-6374;tezbo@live.com;151-sick-1.png;;11/29/18;1/20/22;B;18 44;286148;WBAUP7C58DV367411;BMW;5-Series, M5;2007;1622;345;2;front-wheel drive
152;Melina#Hamilton;Isaac;!3115;}642377;74940;Chelmsford, MA 01824;;Porsche;Psychologist;(872) 856-7001;crowl@icloud.com;152-outrage.png;;3/14/19;6/13/24;B;15 42;848910;WAUAFAFL0FN838290;BMW;5-Series, M5;2017;1725;370;2;front-wheel drive
153;Serena#Duke;Arthur;!5150;}553212;190255;70 Cambridge Ave.;;Mo_t et Chandon;IT Manager;(812) 814-4854;plover@hotmail.com;153-injury.png;;9/26/18;12/14/19;B;86 48;153332;1LNHL9EK9FG365197;BMW;5-Series, M5;2015;1456;371;3;front-wheel drive
154;Kristen#Dillon;Kylie;!4169;}626192;521443;Durham, NC 27703;;Hyundai;Anthropologist;(803) 510-4214;calin@aol.com;154-dead.png;;2/25/19;12/23/27;B;21 64;281543;YV1672MK0D2114467;BMW;5-Series, M5;2004;1480;373;2;front-wheel drive
155;Saniyah#Hawkins;Josiah;!7466;}33192;845900;566 S. Cherry Street;;Honda Motor Company, Ltd;Executive Assistant;(869) 369-9524;timtroyr@live.com;155-rich-1.png;;10/17/18;6/24/19;B;44 65;689019;WAUKG98E56A006286;BMW;5-Series GT;2009;1481;377;2;front-wheel drive
156;Thalia#Leach;Nicolas;!2646;}768816;584534;Forney, TX 75126;;Beko;Artist;(464) 585-3155;keutzer@yahoo.com;156-sick.png;;10/13/18;12/1/22;B;63 73;339944;SAJWA4EB7EL432469;BMW;6-Series GT;2004;1438;383;1;front-wheel drive
157;Irene#Caldwell;Noah;!5732;}336554;660042;83 NE. Hill Dr.;;Deere & Company;Mechanical Engineer;(703) 958-7186;thurston@outlook.com;157-angel.png;;1/4/19;10/22/20;B;80 43;838745;3LNHL2GC0AR226381;BMW;New Six CS;1992;1611;385;3;front-wheel drive
158;Nikhil#Bowen;Glenn;!5254;}555116;207488;Norwood, MA 02062;;Volkswagen Group;Firefighter;(515) 615-0912;mbalazin@att.net;158-nerd-1.png;;12/31/18;8/9/26;B;41 74;833772;WAUVFAFH7BN873285;BMW;X4;2006;1581;387;1;front-wheel drive
159;Jolie#Charles;Matteo;!3285;}403999;586366;556 Summerhouse Street;;Pampers;Carpenter;(854) 941-5210;dkasak@gmail.com;159-crying-2.png;;3/16/19;5/7/23;Tb;70 53;197719;SALAG2D47AA801263;BMW;X5;1993;1527;399;3;front-wheel drive
160;Xavier#Baxter;Joseph;!1373;}588622;962553;Nottingham, MD 21236;;BlackBerry;Actuary;(380) 573-4186;esbeck@comcast.net;160-crying-1.png;;12/24/18;1/15/25;B;53 47;642355;WBSWD9C57AP228332;BMW;X5;2007;1426;403;1;front-wheel drive
161;Lukas#Dean;Ellice;!1890;}691040;594473;9750 Hawthorne Ave.;;Jack Daniel's;Compliance Officer;(297) 369-0265;novanet@aol.com;161-muted-1.png;;8/12/18;2/10/22;B;39 45;599900;1FTWW3B53AE587413;BMW;X5;2007;1674;406;3;rear drive
162;Athena#King;Lilibeth;!3307;}217825;236159;Muskogee, OK 74403;;Facebook, Inc.;Computer Systems Administrator;(671) 293-5634;mhouston@me.com;162-surprised-3.png;;1/7/19;9/12/23;B;99 70;313651;4USBU53567L936239;BMW;X6;1991;1596;408;1;front-wheel drive
163;Adan#Noble;Bree;!3286;}297169;238674;97 Elmwood Street;;United Parcel Service;HR Specialist;(305) 214-6934;bahwi@yahoo.com;163-crying.png;;1/6/19;1/9/26;B;53 78;482016;1FTWF3D57AE486873;BMW;X6;2014;1656;415;3;front-wheel drive
164;Kiley#Pham;Madeleine;!2401;}289619;924581;Seymour, IN 47274;;Adidas;Recreation & Fitness Worker;(812) 919-9643;chrisj@outlook.com;164-sad-7.png;;5/18/19;5/30/25;B;82 47;608653;2G4WD582261511218;BMW;X7;1994;1731;416;3;front-wheel drive
165;Steven#Johnston;Kai;!8507;}252786;812525;308 Studebaker Drive;;Siemens AG;Financial Advisor;(754) 769-3349;louise@gmail.com;165-cool-1.png;;3/1/19;8/9/19;B;32 76;726052;WBAGN83515D855874;Cadillac;Cimarron;2005;1763;417;3;front-wheel drive
166;Ayana#Hart;Dash;!9342;}187671;123262;Algonquin, IL 60102;;Citigroup;Auto Mechanic;(206) 323-2722;qrczak@me.com;166-happy-3.png;;10/29/18;4/18/26;B;10 56;710506;2C3CDXL97FH493561;Cadillac;BLS;2000;1454;215;1;rear drive
167;Aileen#Copeland;Seth;!1067;}401389;840534;15 Marsh St.;;Amazon.com;Web Developer;(273) 495-7160;arachne@hotmail.com;167-thinking-1.png;;4/22/19;5/7/27;B;44 47;857224;WAUKD78P89A662503;Cadillac;ATS;1994;1450;217;3;front-wheel drive
168;Emery#Pitts;Eli;!2273;}445653;327317;Garden City, NY 11530;;AT&T;Civil Engineer;(463) 932-3808;mfburgo@icloud.com;168-muted.png;;6/2/18;1/3/22;B;15 44;216181;JM3TB2MA6A0887683;Cadillac;ELR;2014;1675;223;3;front-wheel drive
169;Vicente#Chavez;Bernice;!6403;}754163;917835;8614 Charles Street;;Starbucks;Chemist;(551) 789-0645;karasik@att.net;169-confused.png;;1/31/19;1/25/28;B;90 60;267003;5TDBK3EH2BS734111;Cadillac;Catera;2019;1567;228;2;front-wheel drive
170;Cherish#Monroe;Vanessa;!3912;}930948;254859;Wake Forest, NC 27587;;Prada;Recreational Therapist;(574) 759-7866;hauma@icloud.com;170-happy-2.png;;3/26/19;3/24/26;B;25 57;211673;WBABV13466J082217;Cadillac;CTS;1993;1499;233;1;front-wheel drive
171;Karley#Petersen;Rory;!4008;}604291;450994;57 Gulf Avenue;;Gap Inc.;Microbiologist;(852) 802-5653;scitext@me.com;171-thinking.png;;10/1/18;6/21/27;B;72 63;140335;WBAPM7C57AE459062;Cadillac;CTS;2007;1696;235;1;front-wheel drive
172;Alondra#Le;Clark;!3059;}930219;301844;South Lyon, MI 48178;;Kia Motors;Event Planner;(342) 453-0606;matthijs@live.com;172-nerd.png;;7/14/18;12/25/25;B;81 46;112671;2FMPK3K98FB482688;Cadillac;CTS;2007;1678;236;2;front-wheel drive
173;Dorian#Bird;Judd;!5208;}664172;833457;694 Linden St.;;Cisco Systems, Inc.;Coach;(434) 574-4540;bryam@icloud.com;173-in-love-3.png;;11/3/18;1/9/25;B;53 72;121874;WAUKFAFL5EA281418;Cadillac;Series 60;2005;1442;245;1;front-wheel drive
174;Karley#Goodwin;Noel;!6338;}777372;522008;Missoula, MT 59801;;Home Depot;Radiologic Technologist;(425) 783-2253;tellis@att.net;174-hypnotized.png;;8/20/18;4/3/23;B;38 55;988267;WAUVT68E94A410180;Cadillac;Series 61;2009;1663;276;2;front-wheel drive
175;Killian#Davidson;Janetta;!8029;}73589;357874;8440 Lyme St.;;Vodafone;Market Research Analyst;(889) 449-4391;makarow@verizon.net;175-cool.png;;1/30/19;5/27/27;B;93 66;407687;2B3CK2CV1AH775495;Cadillac;Series 61;2002;1526;277;2;front-wheel drive
176;Ava#Melton;Annabel;!1788;}509266;809566;Zeeland, MI 49464;;Hewlett-Packard;Housekeeper;(825) 301-8250;citadel@msn.com;176-shocked.png;;10/13/18;7/7/26;B;71 50;321250;1HGCR2E55EA286661;Cadillac;Series 61;1992;1523;280;3;front-wheel drive
177;Adam#Horton;Blake;!2735;}502335;933854;7632 Oakwood Rd.;;Herm_s;Computer Programmer;(397) 334-2086;jaxweb@me.com;177-easter.png;;2/11/19;9/3/20;B;55 48;283081;JH4CU2F68BC631071;Cadillac;Series 61;1994;1770;286;2;front-wheel drive
178;Jaydin#Singh;Jordon;!7540;}934686;651032;Pembroke Pines, FL 33028;;Oracle Corporation;Secretary;(241) 570-3040;mcsporran@aol.com;178-surprised-2.png;;8/14/18;12/15/20;B;18 41;954617;2HNYB1H68DH924015;Cadillac;Series 65;1992;1773;295;3;front-wheel drive
179;Lexie#Mckinney;Charles;!9803;}515191;938289;881 Temple St.;;Canon;Bus Driver;(713) 462-8265;tubesteak@mac.com;179-surprised-1.png;;7/10/18;5/4/21;B;72 60;808111;1FTEW1E86AF818093;Cadillac;Series 62;1995;1437;301;1;front-wheel drive
180;Niko#Calderon;Troy;!7220;}353462;163048;South El Monte, CA 91733;;KFC;Systems Analyst;(854) 822-2331;kludge@verizon.net;180-surprised.png;;10/17/18;1/8/21;B;88 53;584291;3C6TD4HTXCG839880;Cadillac;Series 62;2017;1488;302;3;front-wheel drive
181;Terrence#Acevedo;Viola;!9575;}262338;906781;9591 Honey Creek St.;;General Electric;Chef;(439) 713-6117;lahvak@hotmail.com;181-furious.png;;10/31/18;9/2/26;B;51 42;920836;WVGAV7AX3BW390470;Cadillac;Series 62;2011;1493;307;1;front-wheel drive
182;Madisyn#May;Byron;!7751;}986773;13897;Webster, NY 14580;;BMW;Registered Nurse;(230) 906-8815;raides@sbcglobal.net;182-sad-6.png;;5/7/19;10/16/25;B;52 74;843119;WAUUL78E45A200167;Cadillac;Escalade;1998;1532;310;1;front-wheel drive
183;Jadon#Ponce;Doran;!9853;}763831;457951;7018 Pilgrim Street;;The Walt Disney Company;Surveyor;(598) 895-2899;gfxguy@aol.com;183-sad-5.png;;2/28/19;10/12/27;B;87 69;608724;JTMHY7AJ9B4091499;Cadillac;Allant_;2012;1694;311;3;front-wheel drive
184;Jaylen#Thornton;Tobias;!2868;}392150;998746;Bismarck, ND 58501;;American Express;Urban Planner;(429) 678-1872;krueger@msn.com;184-sad-4.png;;1/16/19;2/23/24;B;22 78;602987;SAJWA0FS8FP468222;Cadillac;XLR;2007;1614;340;1;front-wheel drive
185;Brendan#Kelly;Damien;!7019;}883500;537973;697 Westminster St.;;Burberry;Middle School Teacher;(276) 750-1655;shang@yahoo.ca;185-sad-3.png;;4/5/19;6/14/19;B;29 60;390525;JM1NC2LF9D0043475;Kia;Picanto;1999;1483;345;2;front-wheel drive
186;Helena#Houston;Murphy;!1529;}516117;374799;Harleysville, PA 19438;;Pizza Hut;Speech-Language Pathologist;(805) 953-2020;kalpol@comcast.net;186-angry-1.png;;5/31/18;7/24/25;B;79 56;112224;1GD422CGXEF170253;Kia;Picanto;1990;1579;370;1;front-wheel drive
187;Madalyn@Moon;Carleen;!7513;}42100;519988;959 Birchpond St.;;H&M;Personal Care Aide;(611) 670-2147;kildjean@msn.com;187-rich.png;;9/18/18;8/26/20;B;11 56;742127;JN1BV7APXFM590680;Kia;Picanto;2003;1762;371;2;front-wheel drive
188;Marcelo@Johns;Louisa;!5292;}664723;936784;Euless, TX 76039;;Heineken Brewery;Database administrator;(242) 487-7082;treeves@comcast.net;188-sad-2.png;;10/31/18;8/29/21;B;52 42;884090;JHMZF1C46CS958531;Kia;Pride;1992;1572;373;2;front-wheel drive
189;Jay@Campos;Georgina;!1446;}216584;901170;67 Pumpkin Hill Lane;;PepsiCo;Database administrator;(939) 641-7992;timtroyr@icloud.com;189-happy-1.png;;8/4/18;8/15/23;B;89 58;989847;WAUGGAFR1DA366441;Kia;Pride;2005;1753;377;2;front-wheel drive
190;Khalil@Sullivan;Rylie;!6353;}693874;525378;Yorktown Heights, NY 10598;;Bank of America;Landscaper & Groundskeeper;(669) 482-2353;world@att.net;190-sad-1.png;;11/7/18;9/23/22;B;40 46;106016;WA1WMAFE2DD971257;Kia;Rio;1999;1487;383;3;front-wheel drive
